"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","hash_producesValidBase64","hash_producesValidBase64()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","openAccount_writesAccurateAuditTrailEntry_forNonSavingsType","openAccount_writesAccurateAuditTrailEntry_forNonSavingsType()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","0","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","isManagerOrAbove_isCaseSensitive_unknownCasingIsNotElevated","isManagerOrAbove_isCaseSensitive_unknownCasingIsNotElevated()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","17","","com.branchteller.service.ApprovalIntegrationTest","","com.branchteller.service.ApprovalIntegrationTest","concurrentApprove_onSameRequest_onlyOneSucceeds_moneyMovedExactlyOnce","concurrentApprove_onSameRequest_onlyOneSucceeds_moneyMovedExactlyOnce()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","7","","com.branchteller.service.EndToEndFlowTest","","com.branchteller.service.EndToEndFlowTest","holdReducesAvailableBalance_withdrawalBlockedUntilReleased","holdReducesAvailableBalance_withdrawalBlockedUntilReleased()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AmlServiceTest","","com.branchteller.service.AmlServiceTest","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome","checkAndFlag_boundaryAmounts_matchExpectedFlagOutcome(String, boolean) [5] 10000.01, true",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","0","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [3] 5000.00, 5000.01, true",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","openAccount_onNonexistentCustomer_throwsIllegalArgumentException","openAccount_onNonexistentCustomer_throwsIllegalArgumentException()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.AccountsKycIntegrationTest","","com.branchteller.service.AccountsKycIntegrationTest","verifyKyc_reVerifyingAlreadyVerifiedCustomer_isPermittedAndAuditedEachTime","verifyKyc_reVerifyingAlreadyVerifiedCustomer_isPermittedAndAuditedEachTime()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep(String, String, String) [1] 2000.00, 12.00, 20.00",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","19","","com.branchteller.automation.api.HealthAndCustomersApiTest","","com.branchteller.automation.api.HealthAndCustomersApiTest","optionsPreflight_onDeposit_returns204WithCorsHeaders","optionsPreflight_onDeposit_returns204WithCorsHeaders()",""
"passed","Sun Aug 09 06:58:43 UTC 2026","Sun Aug 09 06:58:43 UTC 2026","57","","com.branchteller.automation.api.AccountAndTransactionApiTest","","com.branchteller.automation.api.AccountAndTransactionApiTest","accountLookup_knownAccount_returnsBalanceAndActiveStatus","accountLookup_knownAccount_returnsBalanceAndActiveStatus()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.ApprovalServiceTest","","com.branchteller.service.ApprovalServiceTest","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix","requiresApproval_matchesExpectedOutcomeAcrossLimitAmountMatrix(String, String, boolean) [6] 1000000.00, 1000000.00, false",""
"passed","Sun Aug 09 06:58:45 UTC 2026","Sun Aug 09 06:58:45 UTC 2026","50","","REST API","","Depositing to a real account succeeds","","Depositing to a real account succeeds","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","43","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","health_returns200AndOkStatus","health_returns200AndOkStatus()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","6","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","all_includesBothReviewedAndUnreviewedFlags","all_includesBothReviewedAndUnreviewedFlags()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","3","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","hash_neverEqualsThePlaintextPassword","hash_neverEqualsThePlaintextPassword()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","roleAndBranch_roundTripThroughConstructor","roleAndBranch_roundTripThroughConstructor()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","4","","com.branchteller.service.GlServicePostTest","","com.branchteller.service.GlServicePostTest","post_unknownDebitCode_throwsSqlException","post_unknownDebitCode_throwsSqlException()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:44 UTC 2026","44","","com.branchteller.api.ApiServerIntegrationTest","","com.branchteller.api.ApiServerIntegrationTest","customers_returnsAJsonArray","customers_returnsAJsonArray()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","3","","com.branchteller.service.ReportServiceIntegrationTest","","com.branchteller.service.ReportServiceIntegrationTest","exportDailyReportCsv_onDayWithNoActivity_stillWritesAValidZeroReport","exportDailyReportCsv_onDayWithNoActivity_stillWritesAValidZeroReport()",""
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","1","","com.branchteller.service.InterestServiceTest","","com.branchteller.service.InterestServiceTest","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep","calculateMonthlyInterest_matchesExpectedValueAcrossABoundarySweep(String, String, String) [8] 100000.00, 15.00, 1250.00",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","verify_succeedsForTheCorrectPassword","verify_succeedsForTheCorrectPassword()",""
"passed","Sun Aug 09 06:58:44 UTC 2026","Sun Aug 09 06:58:45 UTC 2026","47","","REST API","","Customer list is reachable and returns 200","","Customer list is reachable and returns 200","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","6","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","unreviewed_excludesReviewedFlags_includesOnlyPendingOnes","unreviewed_excludesReviewedFlags_includesOnlyPendingOnes()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.util.PasswordUtilTest","","com.branchteller.util.PasswordUtilTest","verify_isCaseSensitive","verify_isCaseSensitive()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","2","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","failedLoginAttempts_roundTripsThroughSetter","failedLoginAttempts_roundTripsThroughSetter()",""
"passed","Sun Aug 09 06:58:40 UTC 2026","Sun Aug 09 06:58:40 UTC 2026","1","","com.branchteller.model.UserPermissionTest","","com.branchteller.model.UserPermissionTest","newUser_failedLoginAttemptsDefaultsToZero","newUser_failedLoginAttemptsDefaultsToZero()",""
"passed","Sun Aug 09 06:58:45 UTC 2026","Sun Aug 09 06:58:45 UTC 2026","45","","REST API","","Looking up an unknown account returns 404","","Looking up an unknown account returns 404","  The React web console and any other external client talks to Branch Teller only
  through this HTTP/JSON API, so its routing, CORS, and status codes are contract."
"passed","Sun Aug 09 06:58:41 UTC 2026","Sun Aug 09 06:58:41 UTC 2026","7","","com.branchteller.service.AmlIntegrationTest","","com.branchteller.service.AmlIntegrationTest","markReviewed_onAlreadyReviewedFlag_isPermittedAndUpdatesReviewer","markReviewed_onAlreadyReviewedFlag_isPermittedAndUpdatesReviewer()",""
